cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_extorsion,total_homicidio,total_hurto,total_terrorismo,incautaciones_total,cantidad_total_kg,poblacion_total
05,ANTIOQUIA,05036,ANGELOPOLIS,2021,5,2,0.0,0.0,0.0,6.0,175.0,5963
05,ANTIOQUIA,05036,ANGELOPOLIS,2021,9,1,1.0,0.0,0.0,0.0,0.0,5963
05,ANTIOQUIA,05036,ANGELOPOLIS,2021,11,1,0.0,1.0,0.0,0.0,0.0,5963
05,ANTIOQUIA,05036,ANGELOPOLIS,2022,2,1,0.0,1.0,0.0,0.0,0.0,6010
05,ANTIOQUIA,05036,ANGELOPOLIS,2022,3,1,0.0,0.0,0.0,2.0,22.0,6010
05,ANTIOQUIA,05036,ANGELOPOLIS,2022,4,1,1.0,0.0,0.0,0.0,0.0,6010
05,ANTIOQUIA,05036,ANGELOPOLIS,2022,6,1,0.0,0.0,0.0,0.0,0.0,6010
05,ANTIOQUIA,05036,ANGELOPOLIS,2023,2,1,1.0,0.0,0.0,0.0,0.0,6082
05,ANTIOQUIA,05036,ANGELOPOLIS,2023,7,1,1.0,1.0,0.0,0.0,0.0,6082
05,ANTIOQUIA,05036,ANGELOPOLIS,2024,8,1,0.0,2.0,0.0,0.0,0.0,6109
05,ANTIOQUIA,05038,ANGOSTURA,2020,3,1,0.0,0.0,0.0,1.0,5.0,11742
05,ANTIOQUIA,05038,ANGOSTURA,2020,4,1,0.0,0.0,0.0,1.0,57.0,11742
05,ANTIOQUIA,05038,ANGOSTURA,2021,7,1,5.0,0.0,0.0,0.0,0.0,11783
05,ANTIOQUIA,05038,ANGOSTURA,2021,10,1,2.0,0.0,0.0,0.0,0.0,11783
05,ANTIOQUIA,05038,ANGOSTURA,2021,11,1,0.0,0.0,0.0,1.0,23.0,11783
05,ANTIOQUIA,05038,ANGOSTURA,2021,12,1,0.0,2.0,1.0,0.0,0.0,11783
05,ANTIOQUIA,05038,ANGOSTURA,2022,3,1,0.0,0.0,2.0,6.0,157.0,11909
05,ANTIOQUIA,05038,ANGOSTURA,2022,5,1,2.0,0.0,0.0,0.0,0.0,11909
05,ANTIOQUIA,05038,ANGOSTURA,2022,6,1,2.0,0.0,0.0,0.0,0.0,11909
05,ANTIOQUIA,05038,ANGOSTURA,2022,11,1,0.0,2.0,0.0,1.0,5.0,11909
05,ANTIOQUIA,05038,ANGOSTURA,2022,12,2,1.0,2.0,0.0,1.0,10.0,11909
05,ANTIOQUIA,05038,ANGOSTURA,2023,2,2,0.0,0.0,0.0,0.0,0.0,12005
05,ANTIOQUIA,05038,ANGOSTURA,2023,4,2,0.0,0.0,0.0,2.0,25.8,12005
05,ANTIOQUIA,05038,ANGOSTURA,2023,9,1,0.0,3.0,1.0,0.0,0.0,12005
05,ANTIOQUIA,05038,ANGOSTURA,2023,12,1,1.0,0.0,0.0,3.0,70.6,12005
05,ANTIOQUIA,05038,ANGOSTURA,2025,4,1,0.0,0.0,0.0,0.0,0.0,12190
05,ANTIOQUIA,05040,ANORI,2020,6,1,0.0,0.0,0.0,2.0,140.0,18978
05,ANTIOQUIA,05040,ANORI,2020,10,2,2.0,2.0,0.0,0.0,0.0,18978
05,ANTIOQUIA,05040,ANORI,2021,1,2,1.0,2.0,0.0,0.0,0.0,19192
05,ANTIOQUIA,05040,ANORI,2021,8,2,1.0,1.0,1.0,1.0,50.0,19192
05,ANTIOQUIA,05040,ANORI,2021,10,1,4.0,2.0,0.0,0.0,0.0,19192
05,ANTIOQUIA,05040,ANORI,2022,3,1,6.0,0.0,0.0,1.0,5.0,19349
05,ANTIOQUIA,05040,ANORI,2022,10,1,1.0,1.0,0.0,1.0,1.0,19349
05,ANTIOQUIA,05040,ANORI,2022,11,1,2.0,2.0,0.0,0.0,0.0,19349
05,ANTIOQUIA,05040,ANORI,2023,1,2,1.0,1.0,2.0,2.0,8015.0,19527
05,ANTIOQUIA,05040,ANORI,2023,5,1,3.0,1.0,0.0,0.0,0.0,19527
05,ANTIOQUIA,05040,ANORI,2023,7,1,1.0,0.0,0.0,0.0,0.0,19527
05,ANTIOQUIA,05040,ANORI,2023,9,1,7.0,0.0,3.0,1.0,6270.0,19527
05,ANTIOQUIA,05040,ANORI,2023,11,1,5.0,0.0,3.0,1.0,450.0,19527
05,ANTIOQUIA,05040,ANORI,2023,12,1,1.0,1.0,1.0,0.0,0.0,19527
05,ANTIOQUIA,05040,ANORI,2024,3,1,7.0,1.0,0.0,1.0,3000.0,19675
05,ANTIOQUIA,05040,ANORI,2024,5,1,1.0,0.0,0.0,0.0,0.0,19675
05,ANTIOQUIA,05040,ANORI,2024,11,1,9.0,0.0,0.0,0.0,0.0,19675
05,ANTIOQUIA,05040,ANORI,2025,4,1,9.0,0.0,0.0,0.0,0.0,19812
05,ANTIOQUIA,05040,ANORI,2025,6,3,5.0,1.0,0.0,0.0,0.0,19812
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2020,7,2,0.0,1.0,0.0,2.0,18.0,27071
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2020,9,2,0.0,5.0,0.0,2.0,53.0,27071
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2020,11,4,0.0,2.0,0.0,1.0,485.0,27071
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2020,12,1,0.0,5.0,0.0,2.0,55.0,27071
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2021,6,1,1.0,5.0,1.0,3.0,39.0,27327
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2021,7,1,1.0,4.0,0.0,2.0,65.0,27327
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2021,10,1,3.0,2.0,0.0,2.0,408.0,27327
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2021,11,2,0.0,5.0,0.0,8.0,167.0,27327
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2021,12,1,0.0,10.0,0.0,1.0,55000.0,27327
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2022,1,1,0.0,7.0,0.0,3.0,262.0,27596
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2022,2,1,0.0,9.0,0.0,5.0,2114.0,27596
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2022,3,1,2.0,9.0,0.0,8.0,1761.0,27596
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2022,10,1,1.0,16.0,0.0,0.0,0.0,27596
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2023,6,1,4.0,11.0,0.0,3.0,89.0,27831
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2023,8,1,1.0,6.0,0.0,2.0,53.0,27831
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2023,9,1,1.0,8.0,0.0,0.0,0.0,27831
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,2023,12,1,7.0,20.0,0.0,1.0,18.0,27831
